Sub-Domain,"Invoice #","POS Date","Product Type","Manufacturer name","Category name","Product Name",SKU,"Qty Sold",Price,Total
phonelab,3845,"20-02-25 1:07 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
phonelab,3844,"20-02-25 1:07 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,4,5.00,20.00
tesco,14467,"20-02-25 12:48 pm",Standard,,,"Micro USB Charger",1098441,1,10.00,10.00
istore,26368,"20-02-25 12:44 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14758,"20-02-25 12:42 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,14757,"20-02-25 12:42 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
tesco,14466,"20-02-25 12:30 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
istore,26367,"20-02-25 12:14 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
tesco,14464,"20-02-25 11:33 am",Standard,,Accessories,"Apple Lightening Earphones",1181764,1,15.00,15.00
tesco,14463,"20-02-25 10:48 am",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
istore,26366,"20-02-25 10:26 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
istore,26365,"20-02-25 10:24 am",Standard,.,Vape,". LIQUID 50",424282,1,50.00,50.00
istore,26364,"20-02-25 10:19 am",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
istore,26363,"19-02-25 5:53 pm",Standard,.,Vape,". Liquid-1",556824,1,161.00,161.00
phonelab,3842,"19-02-25 5:44 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,10.00,10.00
phonelab,3841,"19-02-25 5:44 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
gort1,14756,"19-02-25 5:38 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,14755,"19-02-25 5:24 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,14755,"19-02-25 5:24 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14754,"19-02-25 5:15 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phoneshop,15236,"19-02-25 4:58 pm",Standard,,,"HDMI Port",1256370,1,20.00,20.00
istore,26360,"19-02-25 4:54 pm",Standard,,Vape,"LIQUID 11",1181737,1,11.00,11.00
gort1,14753,"19-02-25 4:54 pm",Standard,,"Phone Repair","iPhone LCD Replacement",651860,1,90.00,90.00
gort1,14752,"19-02-25 4:52 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,14752,"19-02-25 4:52 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14751,"19-02-25 4:52 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phonelab,3840,"19-02-25 4:42 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,14461,"19-02-25 4:40 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,14750,"19-02-25 4:17 pm",Standard,,Vape,Mod,424283,1,25.00,25.00
gort1,14750,"19-02-25 4:17 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
tesco,14460,"19-02-25 4:03 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,26359,"19-02-25 4:02 pm",Standard,,Vape,Mod,424283,1,55.00,55.00
gort1,14749,"19-02-25 3:56 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,18.00,18.00
istore,26358,"19-02-25 3:46 pm",Standard,.,Vape,". Liquid-1",556824,1,44.00,44.00
istore,26357,"19-02-25 3:40 pm",Standard,,,"iPhone XR Charging Port",652923,1,70.00,70.00
tesco,14458,"19-02-25 3:38 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
istore,26356,"19-02-25 3:35 pm",Standard,,Vape,Mod,424283,1,35.00,35.00
tesco,14457,"19-02-25 3:09 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
istore,26355,"19-02-25 3:06 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
istore,26354,"19-02-25 3:02 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,26353,"19-02-25 3:01 pm",Standard,Hoco,Accessories,"Hoco Hoco DY01 Master Detachable Tripod Selfie Stick Black",6942007602570,1,30.00,30.00
istore,26352,"19-02-25 3:01 pm",Standard,,Vape,Mod,424283,1,30.00,30.00
tesco,14456,"19-02-25 3:00 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
tesco,14453,"19-02-25 2:40 pm",Standard,Hoco,Accessories,"Hoco Hoco W105 Joyful LED Professional 40mm Gaming Headphones  Blue",6931474754172,1,30.00,30.00
gort1,14747,"19-02-25 2:32 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
gort1,14746,"19-02-25 2:26 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14745,"19-02-25 2:13 pm",Standard,,"Computer Accessories","Laptop Charger with AC",241746,1,35.00,35.00
tesco,14451,"19-02-25 1:12 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,14744,"19-02-25 1:10 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14743,"19-02-25 12:57 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14742,"19-02-25 12:56 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14742,"19-02-25 12:56 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
tesco,14448,"19-02-25 12:34 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
phonelab,3835,"19-02-25 12:30 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,35.00,35.00
phonelab,3835,"19-02-25 12:30 pm",Standard,,Accessories,"Fast Charger (18650)",482112,1,30.00,30.00
tesco,14447,"19-02-25 12:26 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,14446,"19-02-25 12:18 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,26351,"19-02-25 11:40 am",Standard,.,Vape,". LIQUID 20",595655,1,26.00,26.00
istore,26350,"19-02-25 11:19 am",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
tesco,14442,"19-02-25 11:14 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,14741,"19-02-25 11:11 am",Standard,.,Vape,". LIQUID 10",571568,1,9.00,9.00
istore,26349,"19-02-25 11:08 am",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
gort1,14740,"19-02-25 10:36 am",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14739,"19-02-25 10:36 am",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
tesco,14441,"19-02-25 10:30 am",Standard,h,"Mobile Covers","h Car charger",149417,1,15.00,15.00
tesco,14440,"18-02-25 6:01 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,15.00,15.00
gort1,14738,"18-02-25 5:50 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,25.00,25.00
istore,26348,"18-02-25 5:47 pm",Standard,.,Vape,". Liquid-1",556824,1,116.00,116.00
istore,26347,"18-02-25 5:47 pm",Standard,.,Vape,". Liquid-1",556824,1,186.00,186.00
tesco,14439,"18-02-25 5:30 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,15.00,15.00
phonelab,3832,"18-02-25 5:24 pm",Standard,,Amazon,"Amazon Firestick 4K",1030794,-1,70.00,-70.00
gort1,14737,"18-02-25 5:19 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,14736,"18-02-25 4:57 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14735,"18-02-25 4:37 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phoneshop,15234,"18-02-25 4:35 pm",Standard,,Vape,"LIQUID 20",1029886,1,20.00,20.00
gort1,14734,"18-02-25 4:30 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,14733,"18-02-25 4:30 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14733,"18-02-25 4:30 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14732,"18-02-25 4:24 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14731,"18-02-25 4:17 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14730,"18-02-25 4:15 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14728,"18-02-25 4:14 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
istore,26346,"18-02-25 4:14 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,67.00,67.00
tesco,14436,"18-02-25 3:48 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
phoneshop,15233,"18-02-25 3:34 pm",Standard,Budi,Accessories,"Budi Type C 2M Cable",6971536924990,1,15.00,15.00
tesco,14435,"18-02-25 3:28 pm",Standard,,"Samsung Earphones","Samsung Earphones",617794,1,15.00,15.00
phonelab,3829,"18-02-25 3:22 pm",Standard,,Vape,"vape pod",1229945,1,5.00,5.00
phonelab,3828,"18-02-25 3:22 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
istore,26345,"18-02-25 3:16 pm",Standard,.,Vape,". Liquid-1",556824,1,61.00,61.00
gort1,14727,"18-02-25 3:06 pm",Standard,,,"Flinc 5000 Power Bank",200681,1,15.00,15.00
gort1,14726,"18-02-25 3:06 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
istore,26343,"18-02-25 2:54 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
gort1,14725,"18-02-25 2:49 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,40.00,40.00
phonelab,3826,"18-02-25 2:39 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phonelab,3825,"18-02-25 2:37 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phonelab,3825,"18-02-25 2:37 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
phonelab,3824,"18-02-25 2:37 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,55.00,55.00
phonelab,3823,"18-02-25 2:36 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
istore,26342,"18-02-25 2:22 pm",Standard,,Vape,"LIQUID 20",1029886,1,31.00,31.00
gort1,14724,"18-02-25 2:16 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phoneshop,15232,"18-02-25 2:10 pm",Standard,,,"Samsung Type-C Cable",1181761,1,15.00,15.00
gort1,14722,"18-02-25 1:33 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phoneshop,15231,"18-02-25 12:49 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
tesco,14432,"18-02-25 12:30 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,20.00,20.00
istore,26341,"18-02-25 12:24 pm",Standard,,Vape,Mod,424283,1,25.00,25.00
istore,26341,"18-02-25 12:24 pm",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
istore,26341,"18-02-25 12:24 pm",Standard,.,Vape,". Coil pack",571515,1,15.00,15.00
istore,26340,"18-02-25 12:24 pm",Standard,,Vape,"LIQUID 12",978598,1,14.00,14.00
tesco,14431,"18-02-25 12:03 pm",Standard,Hoco,Accessories,"Hoco Hoco X20 Type-C Flash Charging Cable 1M (White)",6957531068853,1,10.00,10.00
tesco,14431,"18-02-25 12:03 pm",Standard,Hoco,Accessories,"Hoco Hoco X20 Type-C Flash Charging Cable 1M (Black)",6957531068846,1,10.00,10.00
tesco,14429,"18-02-25 11:28 am",Standard,,Accessories,"Pop Socket",148590,1,5.00,5.00
tesco,14428,"18-02-25 11:27 am",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
tesco,14427,"18-02-25 11:26 am",Standard,,Accessories,"Samsung Micro USB Cable",214688,1,10.00,10.00
tesco,14427,"18-02-25 11:26 am",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
istore,26339,"18-02-25 10:43 am",Standard,,Accessories,"Apple Type-C to Lightening Cable",1181766,1,20.00,20.00
gort1,14721,"18-02-25 10:36 am",Standard,"all models",Repair,"all models Charging port",327845,1,10.00,10.00
gort1,14720,"18-02-25 10:22 am",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
tesco,14425,"18-02-25 9:59 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,14424,"18-02-25 9:58 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,26336,"17-02-25 6:18 pm",Standard,,Vape,"LIQUID 11",1181737,1,143.00,143.00
istore,26335,"17-02-25 6:17 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
istore,26334,"17-02-25 6:05 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,55.00,55.00
tesco,14423,"17-02-25 5:49 pm",Standard,.,Accessories,". FM Transmitter B/L",348932,1,30.00,30.00
phoneshop,15230,"17-02-25 5:44 pm",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
phonelab,3822,"17-02-25 5:39 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,7.00,7.00
istore,26332,"17-02-25 5:26 pm",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
phonelab,3821,"17-02-25 5:22 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
tesco,14421,"17-02-25 5:21 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,14719,"17-02-25 5:16 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14719,"17-02-25 5:16 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,9.00,9.00
phonelab,3820,"17-02-25 5:13 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,10.00,10.00
phonelab,3819,"17-02-25 5:01 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phonelab,3819,"17-02-25 5:01 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
phonelab,3817,"17-02-25 5:00 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phonelab,3816,"17-02-25 4:59 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phoneshop,15229,"17-02-25 4:56 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,14718,"17-02-25 4:56 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,14717,"17-02-25 4:51 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,14716,"17-02-25 4:32 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,3,8.00,24.00
gort1,14716,"17-02-25 4:32 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
gort1,14716,"17-02-25 4:32 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14715,"17-02-25 4:26 pm",Standard,,Accessories,"iPhone Lightning to USB Cable",249186,1,15.00,15.00
gort1,14715,"17-02-25 4:26 pm",Standard,,Accessories,"Apple Type-C to Lightening Cable",1181766,1,20.00,20.00
istore,26331,"17-02-25 4:21 pm",Standard,,Vape,"LIQUID 12",978598,1,17.00,17.00
phoneshop,15228,"17-02-25 4:11 pm",Standard,,,"Generic Type-C cable",1225865,2,20.00,40.00
gort1,14714,"17-02-25 3:53 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14713,"17-02-25 3:53 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14712,"17-02-25 3:52 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14710,"17-02-25 2:47 pm",Standard,,Vape,Mod,424283,1,15.00,15.00
gort1,14710,"17-02-25 2:47 pm",Standard,.,Vape,". LIQUID 20",595655,2,20.00,40.00
gort1,14709,"17-02-25 2:47 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
ennis,21910,"17-02-25 2:33 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
ennis,21909,"17-02-25 2:28 pm",Standard,,"IT Support","Software Support",646780,1,10.00,10.00
gort1,14708,"17-02-25 2:28 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,26330,"17-02-25 2:25 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,47.00,47.00
gort1,14707,"17-02-25 2:24 pm",Standard,,,Otterbox,1225178,1,30.00,30.00
gort1,14707,"17-02-25 2:24 pm",Standard,,Accessories,"2D Tempered Glass",918748,1,15.00,15.00
gort1,14706,"17-02-25 2:12 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,14706,"17-02-25 2:12 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,10.00,10.00
istore,26329,"17-02-25 1:57 pm",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
istore,26328,"17-02-25 1:57 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
istore,26327,"17-02-25 1:28 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,14705,"17-02-25 1:25 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
gort1,14704,"17-02-25 1:17 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,3815,"17-02-25 1:06 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
phonelab,3815,"17-02-25 1:06 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
phonelab,3814,"17-02-25 1:05 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,10.00,10.00
phonelab,3813,"17-02-25 1:04 pm",Standard,.,Accessories,". FM Transmitter B/L",348932,1,30.00,30.00
phonelab,3812,"17-02-25 1:04 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,34.00,34.00
phonelab,3811,"17-02-25 1:03 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,10.00,10.00
istore,26326,"17-02-25 12:59 pm",Standard,,Vape,"LIQUID 12",978598,1,21.00,21.00
gort1,14703,"17-02-25 12:50 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,26325,"17-02-25 12:42 pm",Standard,,Vape,"LIQUID 12",978598,1,14.00,14.00
istore,26325,"17-02-25 12:42 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
gort1,14702,"17-02-25 12:30 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14701,"17-02-25 12:22 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
istore,26323,"17-02-25 11:53 am",Standard,,Vape,Mod,424283,1,15.00,15.00
istore,26323,"17-02-25 11:53 am",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
gort1,14700,"17-02-25 11:43 am",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
ennis,21907,"17-02-25 11:26 am",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
gort1,14698,"17-02-25 11:07 am",Standard,"ChargingPort Clean","ChargingPort Clean","ChargingPort Clean ChargingPort Clean",595656,1,10.00,10.00
tesco,14412,"17-02-25 9:59 am",Standard,Budi,Accessories,"Budi Lighting Cable 1M",6971536920244,1,10.00,10.00
tesco,14409,"16-02-25 4:09 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,14408,"16-02-25 4:08 pm",Standard,,Service,Cleaning,908004,1,10.00,10.00
tesco,14404,"16-02-25 2:29 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
tesco,14403,"16-02-25 2:29 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,14402,"16-02-25 1:39 pm",Standard,Hoco,Accessories,"Hoco Hoco EQ2 TWS BT 5.3 Voice Assist Earphone Purple",6931474798541,1,35.00,35.00
tesco,14400,"16-02-25 1:29 pm",Standard,Hoco,Accessories,"Hoco Hoco TF High Speed Class 10 (Micro SD) Card 64 GB",6957531085829,1,25.00,25.00
tesco,14399,"16-02-25 12:52 pm",Standard,"Lyca Mobile",Lyca,"Lyca Mobile Lyca Sim 15",1182205,1,15.00,15.00
tesco,14399,"16-02-25 12:52 pm",Standard,,Accessories,"2D Tempered Glass",918748,1,15.00,15.00
tesco,14398,"15-02-25 5:59 pm",Standard,,Accessories,"Pop Socket",148590,1,5.00,5.00
gort1,14697,"15-02-25 5:58 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14697,"15-02-25 5:58 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,26322,"15-02-25 5:57 pm",Standard,.,Vape,". LIQUID 50",424282,1,167.50,167.50
tesco,14396,"15-02-25 5:57 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
istore,26321,"15-02-25 5:56 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14696,"15-02-25 5:56 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
gort1,14695,"15-02-25 5:51 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,40.00,40.00
istore,26320,"15-02-25 5:48 pm",Standard,.,Vape,". LIQUID 50",424282,1,77.00,77.00
tesco,14395,"15-02-25 5:48 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
gort1,14694,"15-02-25 5:38 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,3807,"15-02-25 5:21 pm",Standard,,Repair,"iPhone XR Screen Replacement",434621,1,115.00,115.00
phonelab,3806,"15-02-25 5:20 pm",Standard,.,Vape,". LIQUID 50",424282,1,0.00,0.00
istore,26319,"15-02-25 5:13 pm",Standard,,Vape,"LIQUID 5",216973,1,5.00,5.00
istore,26318,"15-02-25 5:08 pm",Standard,.,Vape,". LIQUID 10",571568,1,15.00,15.00
istore,26317,"15-02-25 4:58 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,14693,"15-02-25 4:56 pm",Standard,,Accessories,"iPhone Lightning to USB Cable",249186,1,15.00,15.00
gort1,14692,"15-02-25 4:53 pm",Standard,.,Vape,". LIQUID 20",595655,1,24.00,24.00
istore,26316,"15-02-25 4:48 pm",Standard,,Vape,"LIQUID 5",216973,1,5.00,5.00
istore,26316,"15-02-25 4:48 pm",Standard,.,Vape,". LIQUID 50",424282,2,50.00,100.00
istore,26315,"15-02-25 4:46 pm",Standard,,Tablets,"Tablet cover and tempered glass",651298,1,40.00,40.00
istore,26315,"15-02-25 4:46 pm",Standard,,Accessories,"2D Tempered Glass",918748,1,15.00,15.00
istore,26315,"15-02-25 4:46 pm",Standard,Generic,"Mobile Covers","Generic Wired Headphones",216165,1,30.00,30.00
gort1,14691,"15-02-25 4:26 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,14690,"15-02-25 4:25 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
phoneshop,15223,"15-02-25 4:14 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
tesco,14393,"15-02-25 4:14 pm",Standard,Hoco,Accessories,"Hoco Hoco W41 Lightweight Bluetooth Stereo Headphones Red",6931474789266,2,20.00,40.00
istore,26314,"15-02-25 4:08 pm",Standard,,Vape,"LIQUID 11",1181737,1,11.00,11.00
gort1,14689,"15-02-25 4:02 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,40.00,40.00
phoneshop,15222,"15-02-25 3:57 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,7.00,7.00
istore,26313,"15-02-25 3:52 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
istore,26312,"15-02-25 3:48 pm",Standard,.,Vape,". LIQUID 50",424282,1,50.00,50.00
tesco,14392,"15-02-25 3:42 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
gort1,14687,"15-02-25 3:41 pm",Standard,,,"Samsung Type-C Cable",1181761,1,15.00,15.00
gort1,14686,"15-02-25 3:41 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
phonelab,3804,"15-02-25 3:35 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,3802,"15-02-25 3:21 pm",Standard,,Vape,Mod,424283,1,15.00,15.00
phonelab,3802,"15-02-25 3:21 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,14684,"15-02-25 3:21 pm",Standard,Hoco,Accessories,"Hoco Hoco UA15 HD Lightning to HDMI Cable (2M) Tarnish",6931474750365,1,15.00,15.00
istore,26311,"15-02-25 3:20 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
tesco,14391,"15-02-25 3:19 pm",Standard,,Accessories,"Apple Type-C to Lightening Cable",1181766,1,20.00,20.00
gort1,14683,"15-02-25 3:14 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,20.00,20.00
gort1,14682,"15-02-25 3:13 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,14682,"15-02-25 3:13 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
tesco,14390,"15-02-25 3:11 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,26310,"15-02-25 3:04 pm",Standard,.,Vape,". LIQUID 50",424282,1,50.00,50.00
istore,26308,"15-02-25 2:59 pm",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
gort1,14681,"15-02-25 2:56 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,14681,"15-02-25 2:56 pm",Standard,,Accessories,"UK Plug",651839,1,10.00,10.00
istore,26307,"15-02-25 2:47 pm",Standard,.,Vape,". LIQUID 50",424282,1,86.00,86.00
phonelab,3799,"15-02-25 2:40 pm",Standard,.,Vape,". Liquid-1",556824,1,17.00,17.00
tesco,14388,"15-02-25 2:31 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
tesco,14387,"15-02-25 2:31 pm",Standard,Aokus,Accessories,"Aokus E165 Dual Travel Charger",6973531814061,2,15.00,30.00
tesco,14387,"15-02-25 2:31 pm",Standard,,Accessories,"High power 100W TypeC - TypeC Cable",1176369,1,10.00,10.00
